action,direction,entry_time,entry_price,quantity,capital,stop_price,atr,close_time,close_price,pnl,close_reason
close,long,1747666800000,104520.1,0.004400805822557883,93.6945642201205,,,1747728000000.0,104906.4,1.7000312892540588,信号平仓
open,long,1747761300000,106080.1,0.004416217755267977,93.6945642201205,105290.62857142858,394.7357142857166,,,,
close,long,1747761300000,106080.1,0.004416217755267977,90.20808647998658,,,1747766700000.0,105290.62857142858,-3.486477740133919,止损
open,long,1747836000000,107369.9,0.004200808908268825,90.20808647998658,106787.61428571428,291.14285714285506,,,,
close,long,1747836000000,107369.9,0.004200808908268825,87.76201546425749,,,1747848600000.0,106787.61428571428,-2.446071015729087,止损
open,long,1748082600000,108908.1,0.004029177603146942,87.76201546425749,108363.18571428572,272.45714285714035,,,,
close,long,1748082600000,108908.1,0.004029177603146942,85.56645902862267,,,1748124900000.0,108363.18571428572,-2.1955564356348187,止损
open,long,1748202300000,107656.3,0.003974057209314395,85.56645902862267,107301.88571428572,177.20714285714453,,,,
close,long,1748202300000,107656.3,0.003974057209314395,84.1579963813958,,,1748208600000.0,107301.88571428572,-1.408462647226874,止损
open,long,1748331900000,109488.0,0.0038432520633035496,84.1579963813958,108911.7,288.15000000000146,,,,
close,long,1748331900000,109488.0,0.0038432520633035496,81.94313021731396,,,1748356200000.0,108911.7,-2.214866164081847,止损
open,long,1748480400000,107961.3,0.003795023319342855,81.94313021731396,107351.48571428572,304.9071428571416,,,,
close,long,1748480400000,107961.3,0.003795023319342855,79.62887078255986,,,1748493000000.0,107351.48571428572,-2.3142594347541032,止损
open,long,1748697300000,104044.8,0.003826662686773383,79.62887078255986,103674.28571428572,185.25714285714017,,,,
close,long,1748697300000,104044.8,0.003826662686773383,79.05525404581249,,,1748743200000.0,103894.9,-0.5736167367473636,信号平仓
